代码,原文评级,评级变动,机构,一个月内调研数,研报前后涨跌幅,研报当天比上一日涨跌幅,研报后一天涨跌幅
600760,买入,维持,安信证券,2,0.027303754,0.007679181,0.019475021
603127,增持,维持,安信证券,9,0.053668342,0.020301508,0.032702916
002254,买入,维持,安信证券,6,0.014304291,-0.009102731,0.023622047
002304,买入,维持,安信证券,5,-0.014333122,-0.003812752,-0.010560635
002120,增持,调低,安信证券,9,-0.040092166,-0.042396313,0.00240616
601166,买入,维持,安信证券,13,0.02701005,0.015075377,0.011757426
601618,买入,维持,安信证券,2,0.007092199,0,0.007092199
600138,买入,维持,安信证券,5,0.034817814,0.000809717,0.033980583
300070,买入,维持,安信证券,5,0.027139875,0.01565762,0.011305242
601618,增持,维持,东北证券,2,0.007092199,0,0.007092199
300501,买入,维持,安信证券,2,-0.029795918,-0.014693878,-0.015327258
600029,买入,维持,安信证券,5,0.019130435,0.019130435,0
000333,买入,维持,安信证券,15,0.020204895,0.003699488,0.01644457
600754,买入,维持,国信证券,11,0.000240732,0.001444391,-0.001201923
600297,买入,维持,国盛证券,4,-0.010309278,-0.028350515,0.018567639
002035,买入,维持,国盛证券,8,-0.023423423,-0.011711712,-0.011850501
601965,买入,维持,国信证券,3,0.064285714,0.095238095,-0.02826087
000333,买入,维持,国盛证券,15,0.020204895,0.003699488,0.01644457
002607,买入,维持,国信证券,16,-0.044328194,-0.016795154,-0.02800336
601398,买入,维持,国信证券,4,-0.008,-0.008,0
600138,买入,维持,国信证券,5,0.034817814,0.000809717,0.033980583
002809,买入,维持,国信证券,0,0.012573964,0.016272189,-0.00363901
000651,买入,维持,国盛证券,12,-0.005268895,-0.009811047,0.004587156
600612,买入,维持,开源证券,8,-0.004595588,-0.011029412,0.006505576
603113,买入,调高,中泰证券,4,0.030418251,0.048669202,-0.017403916
002624,买入,维持,财信证券,21,-0.039925965,-0.031993654,-0.008194482
002624,买入,维持,中泰证券,21,-0.039925965,-0.031993654,-0.008194482
001965,增持,维持,浙商证券,1,-0.004219409,-0.007032349,0.002832861
002555,买入,维持,东莞证券,15,-0.027731092,-0.042226891,0.015134898
600036,买入,维持,东兴证券,12,-0.026788036,-0.01976593,-0.007163704
601888,增持,维持,渤海证券,15,-0.015887426,-0.055832955,0.042307692
601933,买入,维持,东兴证券,10,-0.033112583,-0.01986755,-0.013513514
603806,买入,首次,民生证券,12,-0.018627585,-0.039035749,0.021237172
002157,买入,首次,财信证券,5,0.051344743,0.012632437,0.038229376
300383,增持,调低,光大证券,13,-0.01063022,0.000759301,-0.01138088
000050,买入,维持,光大证券,4,0.00976205,0.002440513,0.007303713
300792,买入,维持,光大证券,10,0.01269741,0.018572331,-0.0057678
603833,增持,维持,山西证券,16,0.044494426,-0.012321533,0.057524752
600377,增持,维持,浙商证券,3,-0.001046025,0.005230126,-0.006243496
601949,买入,维持,东兴证券,1,-0.003273322,0.01309329,-0.016155089
000975,买入,维持,太平洋,3,0.067205974,0.005600498,0.061262376
002129,买入,首次,民生证券,8,0,-0.003219871,0.003230272
002925,买入,维持,西南证券,7,0.057581574,0.027743849,0.029032258
600019,增持,维持,光大证券,7,-0.004016064,-0.008032129,0.004048583
688012,买入,维持,中银证券,9,-0.016411846,-0.0079119,-0.008567734
600406,买入,维持,光大证券,10,-0.019014693,-0.031979257,0.013392857
002925,买入,首次,浙商证券,7,0.057581574,0.027743849,0.029032258
600498,增持,维持,浙商证券,2,0.014908257,0.005351682,0.009505703
688009,买入,维持,光大证券,1,-0.00483871,-0.00483871,0
300303,增持,首次,太平洋,1,-0.002781641,-0.018080668,0.015580737
002446,买入,维持,太平洋,2,0.070773263,0.030144168,0.039440204
603658,买入,维持,太平洋,13,-0.015243902,-0.017134146,0.001923196
002157,买入,维持,光大证券,5,0.051344743,0.012632437,0.038229376
600795,增持,维持,光大证券,0,-0.004878049,0,-0.004878049
300673,买入,-,东兴证券,2,-0.004379562,0.011435523,-0.015636276
603233,买入,维持,财信证券,17,0.037259615,0.023918269,0.013029698
000725,买入,维持,国盛证券,13,0.025782689,0.012891344,0.012727273
000887,买入,维持,太平洋,3,0.022583559,-0.007226739,0.030027298
600600,买入,维持,国盛证券,14,-0.051648352,-0.04,-0.0121337
000538,买入,维持,国盛证券,4,0.043280977,0.009685864,0.033272837
002044,买入,维持,国盛证券,11,-0.066630844,-0.056421279,-0.010820046
600522,买入,维持,国盛证券,3,0.079044118,0.038602941,0.038938053
003816,增持,首次,财信证券,1,-0.003311258,-0.003311258,0
002891,增持,维持,国盛证券,8,0.01300917,0.005118362,0.007850626
000656,买入,维持,开源证券,7,-0.06421152,-0.034938621,-0.030332681
603127,买入,首次,东吴证券,9,0.053668342,0.020301508,0.032702916
002555,买入,维持,新时代证券,15,-0.027731092,-0.042226891,0.015134898
688981,买入,首次,开源证券,8,-0.021413597,-0.001497454,-0.019946011
002142,买入,调高,新时代证券,14,-0.046793284,-0.022846133,-0.024507042
002624,买入,维持,新时代证券,21,-0.039925965,-0.031993654,-0.008194482
600466,-,-,亿翰智库,5,0.009259259,0.018518519,-0.009090909
002607,买入,维持,西部证券,16,-0.044328194,-0.016795154,-0.02800336
601233,买入,维持,西部证券,16,-0.001823708,-0.019452888,0.017978921
300133,增持,首次,华安证券,4,-0.038106236,-0.03926097,0.001201923
002901,买入,维持,东方财富证券,1,0.012931034,-0.017927116,0.031421446
600016,持有,维持,招银国际,1,-0.005366726,-0.007155635,0.001801802
603288,买入,维持,开源证券,17,0.043007186,0.012714207,0.029912664
002734,买入,维持,西南证券,4,0.004733728,-0.004142012,0.008912656
000651,增持,维持,西南证券,12,-0.005268895,-0.009811047,0.004587156
688012,买入,维持,东兴证券,9,-0.016411846,-0.0079119,-0.008567734
601968,买入,首次,民生证券,0,0.117724868,0.100529101,0.015625
000656,增持,维持,川财证券,7,-0.06421152,-0.034938621,-0.030332681
002044,买入,维持,东吴证券,11,-0.066630844,-0.056421279,-0.010820046
601818,买入,维持,浙商证券,4,-0.010309278,-0.010309278,0
600036,买入,维持,浙商证券,12,-0.026788036,-0.01976593,-0.007163704
601009,买入,维持,浙商证券,8,-0.058035714,-0.041294643,-0.017462165
600297,买入,维持,光大证券,4,-0.010309278,-0.028350515,0.018567639
603630,买入,维持,浙商证券,2,0.066312997,0.047745358,0.017721519
688005,-,-,光大证券,0,0.036441586,0.022508039,0.013626834
300616,增持,维持,山西证券,12,0.04091653,0.017839607,0.022672455
002572,买入,调高,山西证券,13,0.136476427,0.100082713,0.033082707
300413,买入,维持,光大证券,24,0.037749187,0.003817334,0.033802817
601021,买入,维持,浙商证券,7,-0.000450552,-0.006082451,0.005666364
603566,买入,维持,国金证券,6,0.08576779,0.065543071,0.018980668
000596,买入,首次,东北证券,28,-0.076228203,-0.043500796,-0.034215823
002142,买入,维持,东兴证券,14,-0.046793284,-0.022846133,-0.024507042
002100,增持,维持,东兴证券,5,0.026067665,0.007764836,0.018161805
300420,买入,维持,浙商证券,2,0.039735099,-0.01589404,0.056527591
600702,买入,首次,东北证券,2,0.060442526,0.050458716,0.009504238
002352,买入,维持,华创证券,14,-0.034939484,-0.028316967,-0.006815511
600612,增持,维持,东兴证券,8,-0.004595588,-0.011029412,0.006505576
002410,买入,维持,中泰证券,12,-0.043867989,-0.053646611,0.010332951
600507,增持,维持,光大证券,5,0.001757469,-0.003514938,0.005291005
688188,买入,首次,华安证券,3,0.058028065,0.003010235,0.05485271
002250,买入,首次,华安证券,5,0.094849944,0.065209337,0.027826087
603026,买入,首次,华安证券,2,0.04035533,0.020304569,0.019651741
002749,买入,首次,华安证券,4,-0.034843206,-0.022299652,-0.012829651
600702,增持,首次,国海证券,2,0.060442526,0.050458716,0.009504238
300577,买入,维持,天风证券,4,-0.022317033,-0.02166065,-0.000670916
601021,买入,维持,天风证券,7,-0.000450552,-0.006082451,0.005666364
600600,买入,维持,华创证券,14,-0.051648352,-0.04,-0.0121337
603238,买入,维持,开源证券,3,0.032731959,0.03556701,-0.00273768
600406,买入,维持,天风证券,10,-0.019014693,-0.031979257,0.013392857
300188,买入,维持,天风证券,8,0.01804878,0.005853659,0.012124151
000710,买入,维持,国信证券,2,-0.005481597,-0.034455756,0.03000811
300188,买入,-,渤海证券,8,0.01804878,0.005853659,0.012124151
600984,买入,维持,天风证券,10,-0.052094333,-0.098204857,0.051131928
601238,买入,维持,天风证券,16,0.018147087,-0.008595989,0.026974952
002757,买入,维持,天风证券,0,0.01943128,0.023696682,-0.004166667
601818,买入,维持,天风证券,4,-0.010309278,-0.010309278,0
000100,增持,维持,西南证券,10,0.059171598,0.047337278,0.011299435
002287,增持,维持,东北证券,0,-0.004780115,-0.00223072,-0.002555094
002078,买入,维持,开源证券,13,0.025974026,0.007215007,0.018624642
600028,增持,维持,平安证券,4,0,0,0
002624,买入,维持,广发证券,21,-0.039925965,-0.031993654,-0.008194482
300750,买入,维持,平安证券,23,0.02856457,-0.009361498,0.038284468
000725,买入,维持,光大证券,13,0.025782689,0.012891344,0.012727273
000002,买入,维持,天风证券,12,-0.012694958,-0.010881393,-0.001833517
002850,买入,维持,东北证券,2,0.035343619,-0.031837307,0.06939012
600409,买入,维持,广发证券,9,0.154782609,0.076521739,0.0726979
603026,买入,维持,西南证券,2,0.04035533,0.020304569,0.019651741
002831,买入,维持,开源证券,6,0.03375068,0.005171475,0.028432169
002508,买入,维持,开源证券,16,-0.011210191,-0.006369427,-0.004871795
600161,买入,维持,东北证券,10,-0.005087882,-0.021045328,0.016300496
002973,买入,维持,天风证券,4,-0.008058865,-0.014716188,0.006756757
002142,买入,维持,华西证券,14,-0.046793284,-0.022846133,-0.024507042
000736,买入,维持,华泰证券,1,-0.0125,-0.0125,0
600115,买入,维持,天风证券,6,0,0.012024048,-0.011881188
002812,买入,维持,东北证券,11,0.036024845,-0.028447205,0.066359801
002891,买入,维持,天风证券,8,0.01300917,0.005118362,0.007850626
300750,买入,维持,东北证券,23,0.02856457,-0.009361498,0.038284468
002422,买入,维持,国金证券,4,0.052287582,0.010620915,0.041228779
603833,买入,维持,开源证券,16,0.044494426,-0.012321533,0.057524752
002878,买入,维持,开源证券,9,-0.003245248,-0.015299026,0.012241055
600104,增持,维持,国海证券,22,0.004223865,-0.014783527,0.019292605
603066,增持,维持,华泰证券,0,0.043079743,0.029330889,0.013357079
002640,买入,首次,东北证券,0,0.041958042,0.043356643,-0.001340483
600567,买入,维持,华泰证券,4,0.015625,0.0125,0.00308642
000060,增持,维持,华泰证券,0,0.022421525,0.002242152,0.020134228
603993,增持,维持,华泰证券,2,0.033096927,0.011820331,0.021028037
300226,买入,维持,天风证券,0,-0.038937186,-0.035141423,-0.00393401
600170,买入,维持,天风证券,2,-0.01863354,-0.01242236,-0.006289308
000876,买入,维持,东莞证券,6,0.016207872,-0.0223823,0.039473684
603566,买入,维持,华泰证券,6,0.08576779,0.065543071,0.018980668
002081,买入,维持,华泰证券,6,-0.007407407,-0.026851852,0.019980971
000998,买入,维持,华泰证券,0,0.003872217,-0.015972894,0.020167241
300416,买入,维持,华泰证券,2,0.034887737,0.039723661,-0.004651163
601933,买入,维持,华泰证券,10,-0.033112583,-0.01986755,-0.013513514
601727,增持,维持,天风证券,3,0.005405405,0.001801802,0.003597122
688169,买入,维持,开源证券,10,0.218531732,0.168283001,0.043010753
600031,买入,维持,东莞证券,17,-0.006711409,-0.009395973,0.002710027
002572,增持,维持,华泰证券,13,0.136476427,0.100082713,0.033082707
002787,买入,维持,东北证券,0,0.008139535,-0.012790698,0.021201413
300253,买入,维持,天风证券,13,-0.022492971,-0.00656045,-0.016037736
603527,买入,维持,华泰证券,0,-0.050746269,-0.03681592,-0.01446281
600016,增持,维持,天风证券,1,-0.005366726,-0.007155635,0.001801802
002035,买入,维持,华泰证券,8,-0.023423423,-0.011711712,-0.011850501
002867,买入,维持,山西证券,11,0.054343514,0.033716779,0.019953952
603127,买入,维持,东莞证券,9,0.053668342,0.020301508,0.032702916
601390,买入,维持,天风证券,5,0.029143898,0.02003643,0.008928571
688169,买入,维持,东北证券,10,0.218531732,0.168283001,0.043010753
603566,买入,维持,东莞证券,6,0.08576779,0.065543071,0.018980668
000800,增持,维持,华泰证券,1,0.017397356,-0.01809325,0.036144578
002891,增持,维持,华泰证券,8,0.01300917,0.005118362,0.007850626
000651,买入,调高,华泰证券,12,-0.005268895,-0.009811047,0.004587156
601800,增持,维持,华泰证券,0,-0.016169154,-0.01119403,-0.005031447
000333,买入,维持,华泰证券,15,0.020204895,0.003699488,0.01644457
688567,买入,维持,东北证券,4,0.123160992,0.061370324,0.058217822
603030,买入,维持,天风证券,1,0.015313936,0.007656968,0.007598784
688169,增持,维持,华泰证券,10,0.218531732,0.168283001,0.043010753
002352,买入,维持,华泰证券,14,-0.034939484,-0.028316967,-0.006815511
601398,增持,维持,华泰证券,4,-0.008,-0.008,0
002120,增持,维持,华泰证券,9,-0.040092166,-0.042396313,0.00240616
600026,买入,维持,华泰证券,2,-0.035110533,-0.010403121,-0.024967148
603730,增持,维持,华泰证券,2,0.025620171,0.017486783,0.007993605
603808,增持,维持,东北证券,7,0.083106267,0.046321526,0.03515625
600900,增持,维持,天风证券,5,0.028436019,0.016324381,0.011917098
002925,买入,维持,国海证券,7,0.057581574,0.027743849,0.029032258
000776,增持,维持,中原证券,1,0.03829253,0.015065913,0.02288188
300529,买入,维持,西南证券,1,0.003099174,-0.015883264,0.019288807
000703,买入,维持,光大证券,7,0.077922078,0.077922078,0
002594,增持,维持,国信证券,14,0.094975993,-0.00456728,0.1
002555,买入,维持,民生证券,15,-0.027731092,-0.042226891,0.015134898
600068,买入,维持,光大证券,2,-0.023328149,-0.01088647,-0.012578616
603808,买入,维持,光大证券,7,0.083106267,0.046321526,0.03515625
002019,增持,维持,西南证券,4,0.031324481,0.020769493,0.010340227
603799,增持,维持,中原证券,12,0.002708026,-0.011324471,0.014193227
002100,买入,维持,光大证券,5,0.026067665,0.007764836,0.018161805
603533,买入,维持,天风证券,7,-0.018123667,-0.002132196,-0.016025641
603466,增持,维持,新时代证券,4,0.06509161,0.051591128,0.012838148
601766,增持,维持,华金证券,1,0,0.003424658,-0.003412969
603127,买入,维持,中银证券,9,0.053668342,0.020301508,0.032702916
600362,买入,维持,天风证券,1,0.050485437,0.011003236,0.039052497
300662,增持,维持,新时代证券,8,0.014249288,0.011099445,0.003115265
000100,买入,维持,民生证券,10,0.059171598,0.047337278,0.011299435
603658,买入,维持,中泰证券,13,-0.015243902,-0.017134146,0.001923196
600036,买入,维持,中银证券,12,-0.026788036,-0.01976593,-0.007163704
603978,增持,维持,天风证券,0,0.02676951,0.001361162,0.025373811
601933,买入,维持,国信证券,10,-0.033112583,-0.01986755,-0.013513514
300347,增持,维持,华金证券,12,-0.042589438,-0.045996593,0.003571429
000951,增持,维持,渤海证券,6,0.006989247,0.009946237,-0.002927868
000425,买入,维持,太平洋,0,-0.061633282,-0.043143297,-0.019323671
000878,买入,首次,国信证券,3,0.060315284,0.026730637,0.03271028
603127,买入,维持,华金证券,9,0.053668342,0.020301508,0.032702916
600811,买入,维持,天风证券,0,-0.01443299,-0.012371134,-0.002087683
002867,买入,维持,国信证券,11,0.054343514,0.033716779,0.019953952
002254,买入,维持,西南证券,6,0.014304291,-0.009102731,0.023622047
002202,增持,维持,国信证券,13,-0.084995663,-0.052905464,-0.033882784
600029,买入,维持,天风证券,5,0.019130435,0.019130435,0
000625,买入,维持,华西证券,16,0.032445923,-0.025790349,0.059777968
300315,买入,维持,国信证券,2,-0.028508772,-0.028508772,0
600702,买入,维持,天风证券,2,0.060442526,0.050458716,0.009504238
300347,买入,维持,中泰证券,12,-0.042589438,-0.045996593,0.003571429
601169,买入,维持,天风证券,3,-0.004098361,-0.00204918,-0.002053388
300274,买入,首次,民生证券,12,0.018850575,0.008275862,0.010487916
603127,买入,维持,光大证券,9,0.053668342,0.020301508,0.032702916
601607,买入,维持,中泰证券,3,0.024747938,0.017415215,0.007207207
000034,买入,维持,民生证券,3,0.001342883,-0.009847807,0.011301989
002605,买入,调高,光大证券,4,0,-0.009887006,0.009985735
000063,买入,维持,国信证券,8,-0.004120525,0.004378058,-0.008461538
600999,增持,维持,中原证券,5,0.017922794,-0.009650735,0.027842227
300348,买入,维持,天风证券,11,0.101081335,0.077574048,0.021815009
000028,买入,维持,中泰证券,2,-0.017203514,-0.007320644,-0.009955752
000100,买入,维持,光大证券,10,0.059171598,0.047337278,0.011299435
002850,买入,维持,东吴证券,2,0.035343619,-0.031837307,0.06939012
603728,买入,维持,东吴证券,3,0.060546875,0.041503906,0.018284107
300188,增持,维持,西南证券,8,0.01804878,0.005853659,0.012124151
600161,买入,维持,西南证券,10,-0.005087882,-0.021045328,0.016300496
603127,买入,维持,西南证券,9,0.053668342,0.020301508,0.032702916
000733,买入,维持,太平洋,5,0.01293488,0.002453167,0.010456062
601933,买入,维持,华金证券,10,-0.033112583,-0.01986755,-0.013513514
000858,买入,维持,太平洋,19,-0.017713098,-0.002079002,-0.015666667
600999,买入,维持,华金证券,5,0.017922794,-0.009650735,0.027842227
002422,买入,维持,太平洋,4,0.052287582,0.010620915,0.041228779
600837,买入,维持,华金证券,3,0.000659631,0.000659631,0
002747,买入,维持,太平洋,8,0.062324537,0.057271196,0.004779607
002371,买入,维持,太平洋,18,-0.025270001,-0.033763238,0.008790016
000725,买入,首次,民生证券,13,0.025782689,0.012891344,0.012727273
688169,买入,维持,太平洋,10,0.218531732,0.168283001,0.043010753
002271,买入,维持,国盛证券,14,0.038606081,0.023915272,0.014347681
000002,买入,维持,克而瑞证券,12,-0.012694958,-0.010881393,-0.001833517
600330,买入,调高,太平洋,1,0.021333333,-0.017777778,0.039819005
600036,买入,维持,太平洋,12,-0.026788036,-0.01976593,-0.007163704
002891,买入,维持,东莞证券,8,0.01300917,0.005118362,0.007850626
000050,买入,维持,太平洋,4,0.00976205,0.002440513,0.007303713
002833,买入,维持,太平洋,5,0.007112014,0.010922022,-0.003768844
000333,买入,维持,山西证券,15,0.020204895,0.003699488,0.01644457
001914,增持,首次,西南证券,1,-0.073902288,-0.035250464,-0.040064103
300347,增持,维持,西南证券,12,-0.042589438,-0.045996593,0.003571429
002597,买入,维持,太平洋,10,0.029635902,-0.024837708,0.055861071
000725,买入,维持,西南证券,13,0.025782689,0.012891344,0.012727273
600406,买入,维持,东吴证券,10,-0.019014693,-0.031979257,0.013392857
600600,增持,-,川财证券,14,-0.051648352,-0.04,-0.0121337
600521,买入,首次,东吴证券,4,-0.021860361,-0.021414232,-0.000455892
002594,买入,维持,国海证券,14,0.094975993,-0.00456728,0.1
601328,持有,维持,招银国际,3,-0.01048218,-0.008385744,-0.002114165
601818,买入,维持,招银国际,4,-0.010309278,-0.010309278,0
000002,买入,维持,招银国际,12,-0.012694958,-0.010881393,-0.001833517
002202,增持,维持,平安证券,13,-0.084995663,-0.052905464,-0.033882784
300070,买入,维持,天风证券,5,0.027139875,0.01565762,0.011305242
601186,买入,维持,光大证券,3,0.006756757,0.005630631,0.001119821
600745,增持,维持,平安证券,7,-0.008114178,0.000217344,-0.008329712
002422,买入,维持,国盛证券,4,0.052287582,0.010620915,0.041228779
002867,增持,维持,光大证券,11,0.054343514,0.033716779,0.019953952
300003,增持,-,渤海证券,8,0.006410256,-0.006153846,0.012641899
002375,买入,维持,国盛证券,3,-0.009556314,-0.038225256,0.029808375
300347,增持,维持,平安证券,12,-0.042589438,-0.045996593,0.003571429
603203,买入,维持,华西证券,1,0.008952255,0.00331565,0.005617978
603799,买入,维持,华金证券,12,0.002708026,-0.011324471,0.014193227
688268,增持,维持,国信证券,0,-0.003523035,-0.004607046,0.001089028
600416,买入,维持,天风证券,1,0.058121432,0.049818371,0.007909046
688012,增持,维持,西南证券,9,-0.016411846,-0.0079119,-0.008567734
600745,买入,维持,光大证券,7,-0.008114178,0.000217344,-0.008329712
601111,买入,维持,天风证券,6,0.009776536,0.012569832,-0.002758621
000333,买入,维持,中国银河,15,0.020204895,0.003699488,0.01644457
600600,买入,维持,华金证券,14,-0.051648352,-0.04,-0.0121337
300772,买入,维持,华金证券,3,-0.01568895,-0.009549795,-0.006198347
603589,买入,维持,国盛证券,12,0.014583333,0.043402778,-0.027620632
002833,买入,维持,西南证券,5,0.007112014,0.010922022,-0.003768844
000568,增持,维持,中银证券,25,-0.024556076,-0.013136181,-0.011571906
600801,增持,维持,国盛证券,7,0.013813159,0.016357688,-0.002503577
600859,买入,维持,光大证券,2,-0.030955077,-0.030766327,-0.000194742
600999,增持,首次,华西证券,5,0.017922794,-0.009650735,0.027842227
601012,买入,维持,中银证券,19,0.068614994,0.005082592,0.063211125
002594,增持,维持,光大证券,14,0.094975993,-0.00456728,0.1
002925,买入,维持,国盛证券,7,0.057581574,0.027743849,0.029032258
601636,增持,首次,东莞证券,11,-0.005980861,0.008373206,-0.014234875
002572,买入,维持,光大证券,13,0.136476427,0.100082713,0.033082707
600567,买入,维持,东北证券,4,0.015625,0.0125,0.00308642
002595,增持,维持,渤海证券,2,0.062653563,0.028665029,0.033041401
000887,买入,维持,天风证券,3,0.022583559,-0.007226739,0.030027298
688169,增持,维持,华金证券,10,0.218531732,0.168283001,0.043010753
002572,买入,维持,国盛证券,13,0.136476427,0.100082713,0.033082707
600004,增持,维持,天风证券,2,-0.013824885,0.001974984,-0.015768725
000858,买入,维持,中银证券,19,-0.017713098,-0.002079002,-0.015666667
300788,增持,维持,国信证券,6,0.011134904,-0.008993576,0.02031115
603799,增持,维持,西南证券,12,0.002708026,-0.011324471,0.014193227
000625,买入,维持,山西证券,16,0.032445923,-0.025790349,0.059777968
002371,增持,维持,平安证券,18,-0.025270001,-0.033763238,0.008790016
601828,买入,维持,中国银河,7,0.00204499,0,0.00204499
603113,买入,维持,财通证券,4,0.030418251,0.048669202,-0.017403916
000651,买入,维持,光大证券,12,-0.005268895,-0.009811047,0.004587156
002572,买入,维持,西南证券,13,0.136476427,0.100082713,0.033082707
600732,买入,维持,华金证券,1,0.08788774,0.03028065,0.055913978
688006,增持,-,渤海证券,5,0.032699366,0.010343677,0.022126816
603799,增持,维持,中银证券,12,0.002708026,-0.011324471,0.014193227
600216,买入,维持,财通证券,1,0.033953998,-0.000547645,0.034520548
002019,买入,维持,光大证券,4,0.031324481,0.020769493,0.010340227
002600,买入,首次,东莞证券,12,0.019214703,-0.000835422,0.02006689
000063,买入,维持,华金证券,8,-0.004120525,0.004378058,-0.008461538
600036,增持,调低,天风证券,12,-0.026788036,-0.01976593,-0.007163704
603228,买入,维持,华西证券,0,0.013051044,-0.013341067,0.026748971
603737,买入,维持,华西证券,5,-0.011228946,-0.017966313,0.006860628
002508,买入,维持,中国银河,16,-0.011210191,-0.006369427,-0.004871795
300750,买入,维持,开源证券,23,0.02856457,-0.009361498,0.038284468
603986,增持,维持,中银证券,12,0.014777575,0.013254113,0.001503533
601012,买入,维持,光大证券,19,0.068614994,0.005082592,0.063211125
002607,增持,维持,平安证券,16,-0.044328194,-0.016795154,-0.02800336
000656,买入,维持,中国银河,7,-0.06421152,-0.034938621,-0.030332681
300792,增持,维持,国信证券,10,0.01269741,0.018572331,-0.0057678
300629,买入,维持,开源证券,0,-0.040317654,-0.040317654,0
002959,增持,首次,财通证券,12,-0.010177053,-0.030391747,0.020848311
300782,买入,维持,光大证券,10,-0.021961224,0.001248376,-0.023180662
300755,增持,维持,国盛证券,4,-0.022408964,-0.019327731,-0.003141959
600031,买入,维持,开源证券,17,-0.006711409,-0.009395973,0.002710027
000951,买入,维持,华金证券,6,0.006989247,0.009946237,-0.002927868
600958,增持,维持,光大证券,1,-0.015025042,-0.014190317,-0.00084674
002594,买入,维持,中银证券,14,0.094975993,-0.00456728,0.1
600496,买入,维持,国盛证券,7,-0.031111111,-0.01037037,-0.020958084
000333,买入,维持,西南证券,15,0.020204895,0.003699488,0.01644457
600567,买入,维持,国盛证券,4,0.015625,0.0125,0.00308642
600153,增持,维持,光大证券,0,-0.04577823,-0.021363174,-0.024948025
603983,买入,维持,中国银河,16,0.001049869,0.010498688,-0.009350649
002607,买入,维持,光大证券,16,-0.044328194,-0.016795154,-0.02800336
000066,增持,维持,平安证券,4,-0.0039128,-0.010061487,0.00621118
601012,增持,维持,长城国瑞证券,19,0.068614994,0.005082592,0.063211125
002594,增持,维持,华西证券,14,0.094975993,-0.00456728,0.1
300198,增持,维持,国海证券,0,0.003502627,0.012259194,-0.008650519
601633,增持,维持,国海证券,26,0.122076023,0.019736842,0.100358423
002250,买入,维持,新时代证券,5,0.094849944,0.065209337,0.027826087
601633,增持,维持,新时代证券,26,0.122076023,0.019736842,0.100358423
600702,增持,维持,新时代证券,2,0.060442526,0.050458716,0.009504238
603719,增持,维持,新时代证券,9,-0.016231087,-0.000550206,-0.015689513
603589,买入,维持,新时代证券,12,0.014583333,0.043402778,-0.027620632
002371,增持,维持,川财证券,18,-0.025270001,-0.033763238,0.008790016
300482,增持,-,川财证券,6,0.040226337,0.016460905,0.023380567
600486,买入,维持,新时代证券,21,-0.022316684,-0.027523911,0.005354606
000034,买入,维持,东吴证券,3,0.001342883,-0.009847807,0.011301989
002340,买入,维持,新时代证券,0,-0.001818182,-0.014545455,0.012915129
600580,买入,维持,新时代证券,0,0.019607843,0.004705882,0.014832162
688012,买入,调高,新时代证券,9,-0.016411846,-0.0079119,-0.008567734
002078,买入,维持,新时代证券,13,0.025974026,0.007215007,0.018624642
002956,买入,调高,新时代证券,2,-0.034358047,-0.026039783,-0.008540661
002129,买入,维持,新时代证券,8,0,-0.003219871,0.003230272
603658,买入,维持,东吴证券,13,-0.015243902,-0.017134146,0.001923196
600958,买入,维持,华金证券,1,-0.015025042,-0.014190317,-0.00084674
000002,买入,维持,东兴证券,12,-0.012694958,-0.010881393,-0.001833517
601633,买入,维持,华金证券,26,0.122076023,0.019736842,0.100358423
002925,买入,维持,中银证券,7,0.057581574,0.027743849,0.029032258
002385,买入,维持,东兴证券,5,-0.027826087,-0.011304348,-0.016710642
601838,买入,首次,华西证券,5,-0.00195122,-0.008780488,0.006889764
300347,买入,维持,东莞证券,12,-0.042589438,-0.045996593,0.003571429
600588,买入,维持,民生证券,16,-0.033797671,-0.042932176,0.009544262
600760,买入,维持,民生证券,2,0.027303754,0.007679181,0.019475021
601088,买入,维持,华西证券,9,0.018927445,0.01955836,-0.000618812
601933,买入,维持,中国银河,10,-0.033112583,-0.01986755,-0.013513514
600737,买入,维持,中国银河,2,0.046267087,0.059936909,-0.012896825
300316,买入,维持,华金证券,9,-0.032987398,-0.034099333,0.00115119
002597,买入,维持,中银证券,10,0.029635902,-0.024837708,0.055861071
600862,买入,维持,东莞证券,4,0.009844135,0.003281378,0.006541292
002556,买入,维持,华西证券,1,-0.015317287,-0.015317287,0
000002,买入,维持,中国银河,12,-0.012694958,-0.010881393,-0.001833517
002651,买入,首次,东北证券,1,0.081111111,0.015555556,0.064551422
300009,买入,维持,华西证券,9,-0.027072758,-0.012408347,-0.014848658
000050,买入,维持,华西证券,4,0.00976205,0.002440513,0.007303713
000063,中性,维持,华西证券,8,-0.004120525,0.004378058,-0.008461538
000403,买入,维持,华西证券,2,0.008686496,0.006317452,0.002354172
300003,买入,维持,华西证券,8,0.006410256,-0.006153846,0.012641899
601166,买入,维持,天风证券,13,0.02701005,0.015075377,0.011757426
601111,中性,维持,东兴证券,6,0.009776536,0.012569832,-0.002758621
002831,买入,维持,西南证券,6,0.03375068,0.005171475,0.028432169
000998,买入,维持,中国银河,0,0.003872217,-0.015972894,0.020167241
603566,买入,维持,中国银河,6,0.08576779,0.065543071,0.018980668
000100,增持,维持,华西证券,10,0.059171598,0.047337278,0.011299435
002749,买入,维持,西南证券,4,-0.034843206,-0.022299652,-0.012829651
600315,增持,维持,东方证券,17,-0.061068702,-0.038630581,-0.02333975
