代码,原文评级,评级变动,机构,一个月内调研数,研报前后涨跌幅,研报当天比上一日涨跌幅,研报后一天涨跌幅
600426,买入,维持,光大证券,27,0.030066146,0.021046302,0.008833922
603083,增持,首次,华西证券,0,0.097100293,0.046820963,0.048030496
601717,买入,维持,东北证券,1,0.021194605,0.02504817,-0.003759398
688012,增持,首次,西南证券,9,0.091812448,0.135903844,-0.038816134
600547,买入,维持,中泰证券,2,-0.010746762,0.004684486,-0.015359298
600887,买入,维持,东北证券,21,-0.006155951,-0.002393981,-0.003770998
000069,买入,维持,中国银河,2,-0.023006135,-0.02607362,0.003149606
601233,买入,维持,中银证券,16,-0.001702128,0.007659574,-0.009290541
300550,增持,调低,平安证券,0,0.022743947,0.019809244,0.002877698
300424,买入,-,中航证券,0,0.037681159,0.046376812,-0.008310249
300661,-,-,信达证券,9,0.162893919,0.08743897,0.069387755
601607,买入,维持,光大证券,3,0.000540541,0.008108108,-0.007506702
603808,增持,调低,东北证券,7,0.04573991,0.046636771,-0.000856898
002701,买入,维持,华西证券,1,-0.002463054,0.002463054,-0.004914005
601211,买入,维持,华金证券,6,-0.026595745,-0.013002364,-0.013772455
603877,增持,维持,东北证券,1,-0.009803922,-0.011204482,0.001416431
600837,增持,维持,东方证券,3,-0.017067494,-0.004654771,-0.012470772
601100,买入,维持,国元证券,18,0.041354467,0.019596542,0.02133974
603520,买入,维持,华金证券,4,0.080619155,0.053531119,0.025711662
002912,增持,首次,中国银河,5,0.053355336,0.057645765,-0.004056584
601225,买入,维持,中银证券,8,-0.041114058,-0.029177719,-0.012295082
603017,买入,维持,中国银河,1,0.004780115,0.01625239,-0.011288805
601633,买入,维持,西部证券,26,0.016129032,0.024813896,-0.008474576
000651,买入,维持,申港证券,12,-0.012232974,-0.005660033,-0.006610356
300747,买入,-,中航证券,10,0.044858598,0.051034782,-0.005876289
000625,买入,维持,中银证券,16,0.086597938,0.084536082,0.001901141
603690,买入,首次,国金证券,1,-0.025065963,0.026385224,-0.050128535
600519,买入,维持,东北证券,32,0.036580548,0.027099629,0.009230769
000425,买入,维持,东北证券,0,0.036036036,0.032432432,0.003490401
002078,买入,维持,国金证券,13,0.001197605,0.001197605,0
601766,增持,维持,华金证券,1,-0.003231018,0.003231018,-0.006441224
600760,买入,维持,开源证券,2,0.02717229,0.039116154,-0.011494253
601899,增持,维持,中国银河,5,0.010230179,0.012787724,-0.002525253
000703,买入,维持,光大证券,7,-0.016273393,-0.004068348,-0.012254902
600580,增持,维持,平安证券,0,-0.004659832,0.016775396,-0.021081577
000997,买入,维持,长城国瑞证券,0,0.006646526,0.021148036,-0.014201183
600872,买入,维持,华金证券,17,0.04626109,0.013941698,0.031875
002127,买入,维持,太平洋,7,0.139824305,0.035871157,0.100353357
600809,买入,维持,中国银河,19,0.011089367,-0.00959836,0.02088822
603916,买入,维持,东北证券,13,0.085782367,0.015885624,0.068803753
600882,增持,首次,东北证券,9,0.065524944,0.055845123,0.009167842
300422,买入,维持,中国银河,1,0.019434629,0.019434629,0
300121,买入,首次,民生证券,0,0.052005944,0.013372957,0.038123167
600482,买入,-,中航证券,0,-0.002461538,0.006153846,-0.008562691
002419,买入,维持,光大证券,2,-0.001091703,-0.022925764,0.022346369
300616,买入,维持,太平洋,12,0.008142117,0.004441155,0.003684598
600048,买入,维持,中国银河,18,-0.032019704,-0.022783251,-0.009451796
300394,买入,维持,中国银河,6,-0.016516228,0.015940081,-0.03194707
600028,增持,调低,东北证券,4,-0.011210762,-0.006726457,-0.004514673
002511,增持,维持,中银证券,13,0.073580533,0.019119351,0.053439454
603486,买入,维持,东北证券,13,0.008217771,0.044684129,-0.034906588
603369,买入,维持,东北证券,15,0.003680982,0.00398773,-0.00030553
002600,买入,维持,华西证券,12,0.010775862,0.028017241,-0.016771488
000625,买入,维持,华西证券,16,0.086597938,0.084536082,0.001901141
002920,增持,维持,华西证券,11,0.067511577,0.065805508,0.001600732
600984,买入,维持,德邦证券,10,0.034146341,0.002787456,0.031271716
002081,买入,维持,中国银河,6,-0.003722084,0.008684864,-0.012300123
002588,买入,首次,中泰证券,1,0.024291498,0.038461538,-0.013645224
300567,买入,维持,中银证券,4,0.038999264,0.038999264,0
000425,买入,维持,国元证券,0,0.036036036,0.032432432,0.003490401
002635,买入,维持,华金证券,0,0.094043887,0.099791014,-0.005225653
000568,买入,维持,中国银河,25,0.014273083,-0.001768347,0.016069847
600233,买入,维持,东北证券,8,-0.022116904,-0.003949447,-0.018239492
601100,买入,维持,东北证券,18,0.041354467,0.019596542,0.02133974
002063,增持,维持,长城国瑞证券,0,-0.004310345,0.020833333,-0.024630542
002120,增持,维持,光大证券,9,-0.022319919,-0.009130876,-0.01331058
601058,买入,-,信达证券,2,-0.011160714,-0.015625,0.004535147
603712,买入,维持,东北证券,4,0.023972603,0.0152207,0.00862069
300182,增持,维持,华西证券,0,-0.01891253,0.002364066,-0.021226415
600887,增持,维持,西部证券,21,-0.006155951,-0.002393981,-0.003770998
600305,买入,维持,东北证券,17,0.033001572,0.014143531,0.018595041
000651,买入,维持,中国银河,12,-0.012232974,-0.005660033,-0.006610356
601688,买入,维持,华金证券,8,-0.004410143,0.001653804,-0.006053935
601601,买入,首次,东北证券,10,-0.012674683,-0.011374716,-0.001314924
600398,增持,维持,华西证券,9,-0.0421875,-0.021875,-0.020766773
603136,增持,维持,东北证券,7,-0.101145792,-0.082180956,-0.020662936
601021,增持,维持,平安证券,7,-0.052489906,-0.036608345,-0.016485052
601100,买入,维持,中国银河,18,0.041354467,0.019596542,0.02133974
002064,买入,首次,开源证券,7,-0.011494253,-0.01532567,0.003891051
600732,买入,维持,华金证券,1,0.07373868,0.027166882,0.04534005
002666,买入,维持,光大证券,0,0.011090573,0.025878004,-0.014414414
603626,买入,维持,华西证券,1,0.013477089,0.034141959,-0.019982624
603883,买入,首次,西南证券,13,0.025101853,0.034170062,-0.008768586
601100,增持,维持,德邦证券,18,0.041354467,0.019596542,0.02133974
688012,买入,-,中银证券,9,0.091812448,0.135903844,-0.038816134
601872,买入,维持,东北证券,1,-0.044247788,-0.026548673,-0.018181818
000858,买入,维持,中国银河,19,0.04522354,0.01797157,0.026770856
000951,买入,维持,华金证券,6,0.03326572,0.061257606,-0.026376147
002511,买入,维持,华西证券,13,0.073580533,0.019119351,0.053439454
002273,-,-,信达证券,0,0.019021739,0.036005435,-0.016393443
601211,增持,维持,中银证券,6,-0.026595745,-0.013002364,-0.013772455
000568,买入,维持,华金证券,25,0.014273083,-0.001768347,0.016069847
300590,买入,维持,中国银河,5,0.025193798,0.046996124,-0.020823693
601225,增持,维持,华金证券,8,-0.041114058,-0.029177719,-0.012295082
000933,增持,维持,光大证券,2,-0.019851117,-0.00248139,-0.017412935
300124,买入,维持,国金证券,11,0.03269172,0.035747021,-0.002949853
300263,买入,-,中航证券,0,0,0.026582278,-0.025893958
603899,买入,维持,太平洋,19,0.031705894,0.021202101,0.010285714
603181,买入,维持,中银证券,0,-0.012280702,0,-0.012280702
601225,买入,维持,中银证券,8,-0.041114058,-0.029177719,-0.012295082
002709,增持,维持,中银证券,7,-0.033867444,-0.019664967,-0.01448737
002340,增持,维持,中银证券,0,0.012931034,0.034482759,-0.020833333
601877,买入,维持,中银证券,8,0.019277108,0.02248996,-0.003142184
300033,买入,首次,华西证券,10,-0.005525324,0.014901632,-0.020127031
603508,增持,维持,东北证券,0,0.003166436,0.014644765,-0.011312658
603233,买入,首次,西南证券,17,0.076431181,0.05816078,0.017266187
603611,增持,维持,德邦证券,0,0.030729167,0.0203125,0.01020929
002832,增持,维持,华西证券,1,0.025274201,0.032427277,-0.006928406
002460,买入,维持,中国银河,4,0.088317858,0.057007126,0.029622063
002120,买入,维持,东北证券,9,-0.022319919,-0.009130876,-0.01331058
002010,买入,维持,东北证券,1,-0.013029316,-0.003257329,-0.009803922
002468,增持,维持,东北证券,4,0.029678982,0.012719564,0.016746411
300450,买入,维持,中银证券,21,0.026315789,0.018947368,0.007231405
600323,买入,维持,东方证券,11,0.028841608,0.029314421,-0.000459348
600297,买入,调高,东北证券,4,0.034782609,0.005797101,0.028818444
600050,增持,首次,开源证券,3,-0.001915709,0.005747126,-0.007619048
600779,买入,维持,东北证券,6,-0.01626898,-0.007375271,-0.00895979
603127,买入,维持,华西证券,9,0.036109674,0.03248836,0.003507365
000333,买入,维持,中国银河,15,0.004651163,0.008372093,-0.003690037
002206,增持,维持,国金证券,4,-0.005934718,0.002967359,-0.00887574
002304,增持,维持,中国银河,5,0.01076798,0.016761479,-0.005894695
603000,买入,维持,东吴证券,0,0.065673032,0.10013973,-0.031329382
002925,买入,维持,国海证券,7,-0.017045455,-0.003977273,-0.013120365
603839,买入,维持,东吴证券,0,-0.005799503,0.005799503,-0.011532125
688363,买入,维持,西部证券,11,-0.009065992,0.018659077,-0.02721722
603903,增持,维持,国海证券,0,0.035643564,0.028382838,0.007060334
002368,买入,维持,东吴证券,3,0.019887812,0.028046915,-0.007936508
002024,买入,维持,新时代证券,5,0.019002375,0.022565321,-0.003484321
603881,买入,维持,民生证券,7,0.068474803,0.08823037,-0.018153846
002705,增持,维持,东方财富证券,13,0.068590705,0.064842579,0.003519887
002508,买入,维持,东方财富证券,16,-0.005646173,0.020075282,-0.025215252
002439,增持,维持,东方财富证券,5,-0.013349515,-0.007281553,-0.006112469
601933,买入,维持,东方财富证券,10,-0.023622047,0.000984252,-0.024582104
300627,增持,首次,东方财富证券,3,0.039208364,0.017923824,0.020909758
002128,买入,维持,华西证券,3,0.011450382,,
600522,买入,维持,天风证券,3,0.020590868,,
688228,买入,首次,华西证券,0,0.081459854,,
000951,增持,维持,华西证券,6,0.061257606,,
688020,买入,维持,天风证券,1,0.080063417,,
002938,买入,维持,华西证券,7,0.041158172,,
300347,增持,维持,华西证券,12,0.014415584,,
300433,买入,维持,华西证券,6,0.006568144,,
603707,买入,维持,华西证券,12,-0.024896266,,
600038,买入,维持,中泰证券,4,0.004523863,,
601225,买入,维持,华西证券,8,-0.029177719,,
002127,增持,维持,华西证券,7,0.035871157,,
600398,买入,维持,中泰证券,9,-0.021875,,
002242,买入,维持,华西证券,14,-0.01656051,,
000581,增持,维持,华西证券,3,0.045544554,,
002126,买入,维持,华西证券,10,0.050865801,,
688021,买入,维持,华西证券,7,0.034573075,,
601330,买入,维持,华西证券,2,0.01344364,,
002078,买入,维持,华西证券,13,0.001197605,,
002228,增持,维持,中泰证券,3,0.008522727,,
000338,增持,维持,华西证券,5,0.069402985,,
603160,买入,维持,华西证券,4,0.024338624,,
600017,买入,维持,华西证券,1,0.012345679,,
601933,买入,维持,天风证券,10,0.000984252,,
600660,增持,维持,华泰证券,7,-0.000505306,,
603520,买入,维持,华泰证券,4,0.053531119,,
603610,买入,维持,天风证券,0,0.027013121,,
300719,增持,维持,华泰证券,1,0.011494253,,
603730,增持,维持,华泰证券,2,0.019792016,,
600872,增持,维持,华泰证券,17,0.013941698,,
600859,买入,维持,天风证券,2,0.016166282,,
603066,增持,维持,华泰证券,0,0.026077098,,
300142,买入,维持,天风证券,4,0.031134173,,
002408,增持,维持,天风证券,1,0.008488964,,
600729,买入,维持,天风证券,1,0,,
000725,买入,维持,华泰证券,13,0.015957447,,
600115,买入,维持,华泰证券,6,-0.02283105,,
603587,买入,维持,东北证券,6,0.009280742,,
603658,买入,维持,华泰证券,13,0.005720654,,
603638,买入,维持,天风证券,7,0.012138869,,
601688,买入,维持,天风证券,8,0.001653804,,
300642,买入,维持,国信证券,2,0.018121125,,
600055,买入,维持,天风证券,3,0.038514443,,
002242,增持,维持,天风证券,14,-0.01656051,,
002041,买入,维持,天风证券,0,0.039339103,,
603208,增持,首次,国信证券,4,-0.011191399,,
601919,增持,维持,天风证券,3,-0.011111111,,
601939,增持,维持,天风证券,6,-0.01399689,,
600028,买入,维持,天风证券,4,-0.006726457,,
002064,买入,维持,天风证券,7,-0.01532567,,
600016,增持,维持,国信证券,1,-0.008488964,,
603506,买入,-,天风证券,3,0.018,,
601330,增持,维持,天风证券,2,0.01344364,,
601689,增持,维持,国信证券,0,0.00370981,,
000710,买入,维持,国信证券,2,0.051564963,,
601988,增持,维持,天风证券,2,-0.00862069,,
600496,增持,首次,国信证券,7,0.014367816,,
300653,增持,维持,国元证券,4,0.008835037,,
600060,买入,维持,天风证券,3,-0.000904977,,
600801,买入,维持,国信证券,7,0.002259887,,
603308,买入,维持,国信证券,2,0.013212796,,
000034,买入,维持,国金证券,3,0.031426269,,
002739,买入,维持,东吴证券,11,0.005988024,,
002621,增持,维持,国信证券,2,-0.010404624,,
000717,增持,维持,华泰证券,0,0.018666667,,
600060,增持,维持,华泰证券,3,-0.000904977,,
603200,增持,调低,华泰证券,0,-0.022970007,,
603658,买入,维持,光大证券,13,0.005720654,,
600872,买入,维持,国盛证券,17,0.013941698,,
002648,增持,维持,华泰证券,12,0.015184382,,
603338,买入,维持,西南证券,10,0.100050852,,
000829,增持,维持,安信证券,0,0.034798535,,
002612,中性,调低,光大证券,0,0.016806723,,
688006,增持,首次,西南证券,5,0.062361419,,
002531,买入,维持,国盛证券,7,0.035472973,,
600030,增持,维持,东方证券,12,-0.003375527,,
002436,买入,维持,国盛证券,2,0.055276382,,
002669,买入,维持,国盛证券,1,0.019774011,,
601225,增持,维持,国盛证券,8,-0.029177719,,
000726,增持,调低,光大证券,0,-0.004848485,,
300137,买入,维持,国盛证券,1,0.02245509,,
603669,增持,首次,国盛证券,0,-0.016348774,,
600655,买入,维持,天风证券,5,-0.010526316,,
600019,增持,维持,太平洋,7,0.006160164,,
300070,买入,维持,中国银河,5,0.051362683,,
601668,买入,维持,天风证券,10,0,,
000651,持有,调低,国元证券,12,-0.005660033,,
600016,增持,维持,天风证券,1,-0.008488964,,
600765,买入,维持,华泰证券,1,0.013756614,,
300227,买入,维持,国盛证券,0,0.01425031,,
603338,增持,维持,国盛证券,10,0.100050852,,
300366,增持,维持,太平洋,0,0.036756757,,
603108,买入,维持,东方证券,1,0.001020408,,
601186,买入,维持,国盛证券,3,0.008179959,,
002832,买入,维持,东北证券,1,0.032427277,,
300476,买入,维持,国盛证券,2,0.015030946,,
600217,买入,维持,广发证券,2,0.027826087,,
603338,买入,维持,浙商证券,10,0.100050852,,
600690,买入,维持,西南证券,10,-0.015523933,,
002600,买入,维持,国盛证券,12,0.028017241,,
603719,增持,维持,国盛证券,9,0.024042743,,
603338,增持,维持,光大证券,10,0.100050852,,
002036,买入,维持,国盛证券,9,0.048816568,,
603127,买入,维持,国盛证券,9,0.03248836,,
603808,买入,维持,光大证券,7,0.046636771,,
002212,增持,维持,光大证券,1,0.029644269,,
600104,买入,维持,安信证券,22,0.038095238,,
600167,买入,维持,华泰证券,4,0.010478062,,
600426,买入,维持,太平洋,27,0.021046302,,
002120,买入,维持,国盛证券,9,-0.009130876,,
600167,买入,维持,国盛证券,4,0.010478062,,
300474,买入,维持,国盛证券,3,0.054446461,,
300037,买入,首次,广发证券,12,0.017518599,,
300568,买入,维持,安信证券,2,0.015228426,,
603659,增持,维持,国盛证券,13,-0.007761966,,
002050,买入,维持,浙商证券,0,-0.018157059,,
603501,-,-,信达证券,18,0.076768819,,
600426,买入,维持,浙商证券,27,0.021046302,,
603839,买入,维持,光大证券,0,0.005799503,,
000651,买入,维持,浙商证券,12,-0.005660033,,
002468,买入,维持,安信证券,4,0.012719564,,
000625,买入,维持,华创证券,16,0.084536082,,
600584,买入,维持,国盛证券,10,0.080984518,,
000625,买入,维持,国盛证券,16,0.084536082,,
603638,中性,维持,德邦证券,7,0.012138869,,
002739,增持,维持,华泰证券,11,0.005988024,,
603650,买入,维持,天风证券,1,0.041610738,,
000333,买入,维持,国盛证券,15,0.008372093,,
300567,增持,维持,开源证券,4,0.038999264,,
601668,买入,维持,国盛证券,10,0,,
300369,买入,维持,国信证券,9,0.003764706,,
600771,买入,维持,天风证券,0,0.01557377,,
600167,买入,维持,华创证券,4,0.010478062,,
000157,增持,维持,华创证券,17,0.0265625,,
600211,买入,首次,西南证券,1,0.00989011,,
000157,增持,维持,西南证券,17,0.0265625,,
300783,买入,维持,开源证券,4,-0.014245739,,
000031,买入,维持,华泰证券,2,-0.022263451,,
300450,增持,维持,国盛证券,21,0.018947368,,
002511,买入,维持,天风证券,13,0.019119351,,
300190,买入,维持,国盛证券,4,0.017467249,,
001914,买入,维持,华创证券,1,0.052290076,,
601117,买入,维持,华泰证券,5,-0.011345219,,
600894,增持,维持,西南证券,0,0.014285714,,
600392,增持,维持,光大证券,1,0.07748538,,
603056,增持,维持,华泰证券,4,0.006122449,,
603338,增持,维持,华泰证券,10,0.100050852,,
000651,买入,维持,华泰证券,12,-0.005660033,,
688363,买入,维持,华泰证券,11,0.018659077,,
002640,中性,调低,光大证券,0,0.019538188,,
000333,买入,维持,天风证券,15,0.008372093,,
000528,买入,维持,华泰证券,0,0.01744186,,
600028,买入,维持,光大证券,4,-0.006726457,,
000547,买入,维持,东北证券,5,0.043619792,,
600567,增持,维持,光大证券,4,-0.003311258,,
603939,买入,首次,西南证券,12,0.021741425,,
002228,增持,调低,华泰证券,3,0.008522727,,
600426,买入,维持,中银证券,27,0.021046302,,
600406,买入,维持,华泰证券,10,-0.0039801,,
300815,增持,维持,华泰证券,6,0.029793369,,
002415,-,-,信达证券,9,0.004366812,,
600426,增持,维持,华泰证券,27,0.021046302,,
002202,增持,维持,天风证券,13,0.036072144,,
601658,增持,维持,中银证券,10,-0.011494253,,
002398,买入,首次,太平洋,4,-0.027947598,,
002798,买入,维持,华泰证券,5,-0.002413793,,
600271,买入,维持,华西证券,1,0.017472335,,
002956,买入,维持,天风证券,2,0.006217617,,
002042,中性,调低,光大证券,0,-0.007936508,,
002555,买入,维持,华泰证券,15,-0.005807522,,
600600,买入,维持,光大证券,14,0.047582938,,
600068,买入,维持,华泰证券,2,0.02143951,,
600988,买入,维持,中泰证券,2,0.00240096,,
002034,买入,维持,华泰证券,2,0.043272081,,
600378,买入,维持,太平洋,7,0.057846506,,
603127,买入,维持,光大证券,9,0.03248836,,
002832,买入,维持,光大证券,1,0.032427277,,
601319,买入,维持,光大证券,3,0.004724409,,
603719,买入,维持,华泰证券,9,0.024042743,,
603728,买入,维持,太平洋,3,-0.000874126,,
300031,买入,维持,中泰证券,5,0.041937094,,
603690,-,-,信达证券,1,0.026385224,,
300759,增持,首次,西南证券,15,0.006398252,,
688023,买入,维持,中泰证券,12,0.044425983,,
002623,增持,维持,华泰证券,0,0.005913827,,
600872,买入,维持,天风证券,17,0.013941698,,
002123,买入,维持,安信证券,4,0.014221073,,
002444,买入,维持,华泰证券,0,0.011213048,,
601009,增持,维持,安信证券,8,-0.00260078,,
688023,增持,维持,华泰证券,12,0.044425983,,
688396,-,-,信达证券,3,0.08961142,,
601900,买入,维持,长城国瑞证券,1,-0.003121748,,
603043,增持,维持,华泰证券,15,-0.007231405,,
002468,增持,维持,华泰证券,4,0.012719564,,
002938,买入,维持,东北证券,7,0.041158172,,
600761,增持,维持,华泰证券,2,-0.001085776,,
600863,买入,维持,华泰证券,1,-0.007905138,,
601618,买入,维持,安信证券,2,0.011673152,,
000066,增持,维持,光大证券,4,0.060016906,,
600406,买入,维持,西部证券,10,-0.0039801,,
002607,买入,维持,安信证券,16,0.000775494,,
000625,买入,维持,光大证券,16,0.084536082,,
002281,买入,维持,光大证券,10,0.026599327,,
000963,买入,维持,华泰证券,5,0.054636591,,
000333,买入,维持,华泰证券,15,0.008372093,,
600690,买入,维持,华西证券,10,-0.015523933,,
603001,中性,维持,光大证券,0,0.003952569,,
000338,买入,维持,华泰证券,5,0.069402985,,
300078,增持,维持,光大证券,0,0.075644223,,
002468,增持,维持,光大证券,4,0.012719564,,
600352,买入,维持,华泰证券,3,0.009917355,,
000651,买入,维持,华西证券,12,-0.005660033,,
600325,买入,维持,华泰证券,2,-0.005961252,,
600406,买入,维持,光大证券,10,-0.0039801,,
600808,增持,维持,华泰证券,0,0.007633588,,
688366,增持,维持,安信证券,6,0.043059041,,
600019,增持,维持,光大证券,7,0.006160164,,
603650,买入,调高,华金证券,1,0.041610738,,
300450,增持,维持,光大证券,21,0.018947368,,
000932,增持,维持,华宝证券,6,0.002506266,,
000100,-,-,信达证券,10,0.034482759,,
002734,买入,维持,太平洋,4,0.009664582,,
601933,买入,维持,华泰证券,10,0.000984252,,
601872,买入,维持,华泰证券,1,-0.026548673,,
000651,买入,维持,天风证券,12,-0.005660033,,
603108,买入,维持,光大证券,1,0.001020408,,
600114,增持,维持,华泰证券,1,0.040728832,,
000538,增持,维持,华泰证券,4,0.01085031,,
600801,买入,-,安信证券,7,0.002259887,,
600406,增持,维持,中泰证券,10,-0.0039801,,
300122,买入,维持,天风证券,3,0.021349166,,
002475,-,-,信达证券,18,0.004227436,,
601100,买入,维持,平安证券,18,0.019596542,,
001914,买入,维持,华泰证券,1,0.052290076,,
603808,增持,维持,华西证券,7,0.046636771,,
300190,买入,维持,华泰证券,4,0.017467249,,
300427,持有,-,中航证券,3,0.016272966,,
601138,买入,维持,华西证券,2,0.004765146,,
603699,增持,维持,华泰证券,3,-0.008906883,,
002371,-,-,信达证券,18,0.058092922,,
300422,买入,维持,华泰证券,1,0.019434629,,
601658,增持,维持,华泰证券,10,-0.011494253,,
600416,买入,维持,天风证券,1,0.049544995,,
002127,买入,维持,光大证券,7,0.035871157,,
002241,-,-,信达证券,14,0.077002584,,
000547,买入,维持,安信证券,5,0.043619792,,
002531,买入,维持,华创证券,7,0.035472973,,
002019,买入,维持,光大证券,4,0.006427424,,
600085,增持,维持,光大证券,1,0.004672897,,
600567,增持,维持,中泰证券,4,-0.003311258,,
600926,增持,维持,中泰证券,6,0.012077295,,
603290,-,-,信达证券,8,0.063282337,,
603377,增持,维持,华西证券,4,-0.013274336,,
300770,买入,维持,光大证券,11,0.031633312,,
603127,增持,维持,安信证券,9,0.03248836,,
000333,买入,维持,华西证券,15,0.008372093,,
002304,增持,维持,中银证券,5,0.016761479,,
002399,买入,维持,西南证券,2,0.013574661,,
002430,买入,维持,华泰证券,5,0.023116438,,
300724,买入,维持,安信证券,20,-0.005383787,,
300751,买入,维持,安信证券,12,0.023493063,,
600745,买入,维持,中泰证券,7,0.070658795,,
002244,增持,维持,华泰证券,5,-0.009111617,,
600640,买入,维持,开源证券,0,0.036670547,,
600266,增持,维持,华泰证券,1,-0.016691958,,
603882,买入,维持,光大证券,11,0.011304348,,
601225,增持,维持,华泰证券,8,-0.029177719,,
603600,增持,调低,华泰证券,3,-0.020477816,,
600340,买入,维持,国信证券,1,-0.013784461,,
002127,买入,维持,天风证券,7,0.035871157,,
600378,增持,维持,华西证券,7,0.057846506,,
000961,买入,维持,华泰证券,12,-0.004944376,,
600720,增持,维持,中泰证券,3,-0.018170806,,
603290,买入,维持,华西证券,8,0.063282337,,
000425,买入,维持,华泰证券,0,0.032432432,,
000333,买入,维持,光大证券,15,0.008372093,,
603233,买入,维持,华创证券,17,0.05816078,,
688008,买入,首次,安信证券,10,0.074009977,,
600036,增持,维持,华泰证券,12,-0.013109148,,
002236,-,-,信达证券,0,0.03023118,,
603181,增持,维持,华泰证券,0,0,,
601100,增持,维持,华泰证券,18,0.019596542,,
002202,买入,维持,华创证券,13,0.036072144,,
600282,增持,维持,华泰证券,4,-0.003134796,,
002055,买入,维持,天风证券,0,0.026338148,,
002439,买入,维持,华泰证券,5,-0.007281553,,
603378,买入,维持,华泰证券,3,0.00092908,,
600104,买入,维持,华泰证券,22,0.038095238,,
600452,增持,维持,安信证券,0,0.007792208,,
000725,-,-,信达证券,13,0.015957447,,
600012,买入,维持,华泰证券,0,-0.009328358,,
601766,买入,维持,华泰证券,1,0.003231018,,
002126,增持,维持,平安证券,10,0.050865801,,
600398,买入,维持,东北证券,9,-0.021875,,
002397,中性,调低,光大证券,1,0.006976744,,
002707,增持,维持,东吴证券,1,-0.036821705,,
603136,增持,维持,东吴证券,7,-0.082180956,,
002709,买入,维持,东吴证券,7,-0.019664967,,
002202,买入,维持,东吴证券,13,0.036072144,,
300207,买入,维持,东吴证券,5,0.041695622,,
600732,买入,维持,东吴证券,1,0.027166882,,
600885,买入,维持,东吴证券,7,-0.006416132,,
600406,买入,维持,东吴证券,10,-0.0039801,,
603659,买入,维持,东吴证券,13,-0.007761966,,
600872,增持,维持,新时代证券,17,0.013941698,,
600167,增持,维持,新时代证券,4,0.010478062,,
002439,买入,维持,东吴证券,5,-0.007281553,,
300616,买入,维持,东吴证券,12,0.004441155,,
600048,买入,维持,东吴证券,18,-0.022783251,,
603833,买入,维持,西部证券,16,0.009965216,,
600498,买入,维持,东吴证券,2,0.034591195,,
600031,买入,维持,东吴证券,17,0.029007634,,
300369,买入,维持,东吴证券,9,0.003764706,,
002281,买入,维持,东吴证券,10,0.026599327,,
601688,买入,维持,东吴证券,8,0.001653804,,
002434,买入,维持,东吴证券,1,0.002234637,,
001914,买入,维持,东吴证券,1,0.052290076,,
603338,买入,维持,东吴证券,10,0.100050852,,
601965,买入,首次,东吴证券,3,0.018223235,,
600887,买入,维持,东吴证券,21,-0.002393981,,
603587,买入,维持,东吴证券,6,0.009280742,,
300724,增持,维持,东吴证券,20,-0.005383787,,
002340,买入,维持,新时代证券,0,0.034482759,,
000157,买入,维持,东吴证券,17,0.0265625,,
002920,买入,维持,东吴证券,11,0.065805508,,
300540,增持,维持,川财证券,0,0.008849558,,
300259,买入,首次,东吴证券,3,0.046816479,,
600872,买入,维持,东吴证券,17,0.013941698,,
000063,买入,维持,西部证券,8,0.020199562,,
002191,买入,维持,东吴证券,6,0.011123471,,
300433,买入,维持,东吴证券,6,0.006568144,,
300190,买入,维持,东吴证券,4,0.017467249,,
600104,买入,维持,东吴证券,22,0.038095238,,
601222,买入,维持,东吴证券,5,0.005825243,,
002436,买入,维持,东吴证券,2,0.055276382,,
603096,买入,维持,东吴证券,4,0.031293463,,
000034,买入,维持,东吴证券,3,0.031426269,,
300433,买入,维持,东吴证券,6,0.006568144,,
000860,买入,维持,东吴证券,5,-0.015630747,,
000066,买入,首次,东吴证券,4,0.060016906,,
601689,买入,维持,东吴证券,0,0.00370981,,
603881,买入,维持,东吴证券,7,0.08823037,,
002511,买入,维持,东吴证券,13,0.019119351,,
002925,买入,维持,东吴证券,7,-0.003977273,,
002078,买入,维持,东吴证券,13,0.001197605,,
002268,买入,维持,东吴证券,1,0.027003099,,
600398,买入,维持,东吴证券,9,-0.021875,,
002832,买入,维持,东吴证券,1,0.032427277,,
000951,增持,维持,渤海证券,6,0.006355932,0.044491525,-0.036511156
002531,买入,维持,粤开证券,7,-0.003407155,0.008517888,-0.011824324
300360,买入,维持,国海证券,0,-0.005957447,0.021276596,-0.026666667
000333,买入,维持,西部证券,15,-0.008803828,0.028708134,-0.036465116
600958,中性,维持,中银证券,1,-0.004324324,0.016216216,-0.020212766
000703,买入,维持,东方证券,7,-0.018549747,0.036256324,-0.052888527
002273,买入,维持,华西证券,0,-0.091037403,0.038814397,-0.125
603997,买入,维持,华西证券,1,0.004032258,0.02016129,-0.015810277
002511,买入,维持,西南证券,13,0.010614525,-0.03575419,0.048088065
601857,买入,维持,光大证券,1,-0.00456621,0.01369863,-0.018018018
600584,买入,维持,华西证券,10,-0.013100437,0.1,-0.102818579
002637,买入,维持,西南证券,0,0.02952603,-0.094794095,0.137339056
600521,增持,维持,西南证券,4,0.001861504,-0.035740879,0.038996139
002340,买入,维持,西南证券,0,-0.002237136,0.03803132,-0.038793103
000425,增持,维持,西南证券,0,0.020109689,0.014625229,0.005405405
600426,买入,维持,西南证券,27,0.023447402,0.053865653,-0.0288635
603993,买入,维持,西南证券,2,0,0.03880597,-0.037356322
002008,增持,维持,西南证券,6,-0.016591773,0.047355686,-0.061056106
